ODO,Year,Age,Mileage,Engine,Power,Seats,Fuel_Diesel,Fuel_Petrol,Transmission_Automatic,Transmission_Manual,Owner_First,Owner_Fourth & Above,Owner_Second,Owner_Third,Price_Category
17400,2014,8,10.48323354670269,3901.2540589091413,380.2905870498816,3.7676335700011645,0.5892111900003882,0.41078880999961176,1.0,0.0,0.5892111900003882,0.0,0.0,0.41078880999961176,0
15558,2013,9,9.793233446901986,4121.396947893176,410.65855681023004,3.468932228096098,0.48964407603203264,0.5103559239679674,1.0,0.0,0.48964407603203264,0.0,0.0,0.5103559239679674,0
17314,2014,8,10.45098000589682,3911.5444743091102,381.7101151805873,3.7536709982237313,0.5845569994079104,0.4154430005920896,1.0,0.0,0.5845569994079104,0.0,0.0,0.4154430005920896,0
24555,2016,6,13.163645039224921,3046.0751541520494,262.3215386776911,4.9279848654653335,0.9759949551551111,0.024005044844888856,1.0,0.0,0.9759949551551111,0.0,0.0,0.024005044844888856,0
18795,2014,8,11.005874768912985,3734.5066213468094,357.288339896326,3.9938851813476126,0.6646283937825376,0.3353716062174624,1.0,0.0,0.6646283937825376,0.0,0.0,0.3353716062174624,0
9776,2012,10,7.627180029903219,4812.471133316592,505.9899121038266,2.5312467661918694,0.17708225539728983,0.8229177446027102,1.0,0.0,0.17708225539728983,0.0,0.0,0.8229177446027102,0
8320,2011,11,7.082079630472486,4986.384117896874,529.9806223240826,2.295272567304106,0.09842418910136874,0.9015758108986313,1.0,0.0,0.09842418910136874,0.0,0.0,0.9015758108986313,0
7300,2011,11,6.699927393146806,5108.308879329352,546.7997323362517,2.129838698331951,0.0432795661106502,0.9567204338893498,1.0,0.0,0.0432795661106502,0.0,0.0,0.9567204338893498,0
17588,2014,8,10.553562894542207,3878.8156479317718,377.1952838621395,3.798079175126497,0.5993597250421656,0.4006402749578344,1.0,0.0,0.5993597250421656,0.0,0.0,0.4006402749578344,0
11519,2012,10,8.280411950240344,4604.059044447129,477.2401666921638,2.814031147290192,0.27134371576339733,0.7286562842366027,1.0,0.0,0.27134371576339733,0.0,0.0,0.7286562842366027,0
19165,2015,7,11.144529259165806,3690.269236361386,351.18594169616586,4.053908770201647,0.6846362567338825,0.3153637432661175,1.0,0.0,0.6846362567338825,0.0,0.0,0.3153637432661175,0
17726,2014,8,10.605490392606475,3862.2483033112676,374.90987449567467,3.8205586115179546,0.6068528705059848,0.3931471294940152,1.0,0.0,0.6068528705059848,0.0,0.0,0.3931471294940152,0
20616,2015,7,11.688116722295707,3516.8389505056557,327.26181813850064,4.28922801830983,0.7630760061032765,0.23692399389672347,1.0,0.0,0.7630760061032765,0.0,0.0,0.23692399389672347,0
8293,2011,11,7.071972099790393,4989.608901495446,530.4254703555455,2.2908970128962745,0.09696567096542474,0.9030343290345753,1.0,0.0,0.09696567096542474,0.0,0.0,0.9030343290345753,0
9812,2012,10,7.640689247470176,4808.161049616659,505.395350580317,2.5370949123247515,0.1790316374415838,0.8209683625584162,1.0,0.0,0.1790316374415838,0.0,0.0,0.8209683625584162,0
21254,2015,7,11.926772333904648,3440.69644584947,316.7582161845718,4.392542135889458,0.7975140452964858,0.20248595470351416,1.0,0.0,0.7975140452964858,0.0,0.0,0.20248595470351416,0
12465,2012,10,8.634607570076433,4491.053775261328,461.6514705810516,2.9673625844486726,0.32245419481622417,0.6775458051837758,1.0,0.0,0.32245419481622417,0.0,0.0,0.6775458051837758,0
14881,2013,9,9.539782889420646,4202.25974480389,421.81330717557046,3.3592133720435693,0.4530711240145231,0.5469288759854769,1.0,0.0,0.4530711240145231,0.0,0.0,0.5469288759854769,0
16210,2014,8,10.037627181033297,4043.4237089084245,399.9024112243643,3.5747303813996956,0.5249101271332319,0.47508987286676807,1.0,0.0,0.5249101271332319,0.0,0.0,0.47508987286676807,0
23565,2016,6,12.792469585736942,3164.497798836309,278.65754348488207,4.767302850968374,0.9224342836561245,0.07756571634387555,1.0,0.0,0.9224342836561245,0.0,0.0,0.07756571634387555,0
23654,2016,6,12.825946811893829,3153.816969538636,277.18415907249386,4.7817951566639945,0.9272650522213316,0.0727349477786684,1.0,0.0,0.9272650522213316,0.0,0.0,0.0727349477786684,0
11691,2012,10,8.344563635738758,4583.591601930968,474.4167519624356,2.841802439713748,0.28060081323791597,0.719399186762084,1.0,0.0,0.28060081323791597,0.0,0.0,0.719399186762084,0
12973,2013,9,8.82506932524505,4430.287405755151,453.2689546609322,3.049813560712142,0.34993785357071405,0.650062146429286,1.0,0.0,0.34993785357071405,0.0,0.0,0.650062146429286,0
20974,2015,7,11.822210878634621,3474.0565291975263,321.36012727509967,4.347277436638364,0.7824258122127878,0.21757418778721216,1.0,0.0,0.7824258122127878,0.0,0.0,0.21757418778721216,0
24861,2016,6,13.27812631772246,3009.5501748218812,257.28304085059875,4.977543860485914,0.9925146201619713,0.007485379838028661,1.0,0.0,0.9925146201619713,0.0,0.0,0.007485379838028661,0
10952,2012,10,8.067846667267071,4671.877491871935,486.5954929990683,2.722011544271459,0.24067051475715306,0.7593294852428469,1.0,0.0,0.24067051475715306,0.0,0.0,0.7593294852428469,0
22674,2016,6,12.458949825569968,3270.9064842229145,293.33626308819044,4.622922002411242,0.8743073341370806,0.12569266586291938,1.0,0.0,0.8743073341370806,0.0,0.0,0.12569266586291938,0
9633,2012,10,7.573784270207686,4829.5069233146905,508.33994193169633,2.508131718704626,0.16937723956820872,0.8306227604317913,1.0,0.0,0.16937723956820872,0.0,0.0,0.8306227604317913,0
20843,2015,7,11.773124234342557,3489.717506185946,323.5205062807388,4.3260278070747,0.7753426023582334,0.22465739764176662,1.0,0.0,0.7753426023582334,0.0,0.0,0.22465739764176662,0
13887,2013,9,9.167374780780612,4321.075665179519,438.2035630392371,3.1979977405976676,0.3993325801992226,0.6006674198007774,1.0,0.0,0.3993325801992226,0.0,0.0,0.6006674198007774,0
14078,2013,9,9.239032984197157,4298.21328599424,435.04977486578167,3.229018607877557,0.4096728692925191,0.5903271307074809,1.0,0.0,0.4096728692925191,0.0,0.0,0.5903271307074809,0
6902,2011,11,6.550930767110951,5155.84589811222,553.3573039006003,2.065337994420325,0.021779331473441688,0.9782206685265583,1.0,0.0,0.021779331473441688,0.0,0.0,0.9782206685265583,0
9846,2012,10,7.653580876555766,4804.0480060512555,504.827970079436,2.5426757041366947,0.18089190137889832,0.8191080986211017,1.0,0.0,0.18089190137889832,0.0,0.0,0.8191080986211017,0
21284,2015,7,11.93816473975614,3437.061725887327,316.2568188130415,4.397473913314347,0.799157971104782,0.20084202889521796,1.0,0.0,0.799157971104782,0.0,0.0,0.20084202889521796,0
18817,2014,8,11.014044490780348,3731.900091036746,356.9287778227985,3.99742185748067,0.6658072858268901,0.3341927141731099,1.0,0.0,0.6658072858268901,0.0,0.0,0.3341927141731099,0
20021,2015,7,11.464931496228791,3588.0456654889094,337.0845445382711,4.192611037328481,0.7308703457761604,0.2691296542238396,1.0,0.0,0.7308703457761604,0.0,0.0,0.2691296542238396,0
14270,2013,9,9.310676259768943,4275.355669502289,431.89664368982284,3.2600330128869883,0.42001100429566285,0.5799889957043372,1.0,0.0,0.42001100429566285,0.0,0.0,0.5799889957043372,0
17199,2014,8,10.408033158397622,3925.24656374933,383.6002722494553,3.73507928934962,0.57835976311654,0.42164023688346,1.0,0.0,0.57835976311654,0.0,0.0,0.42164023688346,0
9596,2012,10,7.560000410849912,4833.904630824076,508.94659086446995,2.5021646800216066,0.16738822667386888,0.8326117733261311,1.0,0.0,0.16738822667386888,0.0,0.0,0.8326117733261311,0
10122,2012,10,7.757132634661684,4771.010064179368,500.2704973200847,2.5875033050483474,0.19583443501611586,0.8041655649838841,1.0,0.0,0.19583443501611586,0.0,0.0,0.8041655649838841,0
8971,2011,11,7.325687338069878,4908.661658806277,519.2590709796086,2.4007304493808994,0.13357681646029984,0.8664231835397002,1.0,0.0,0.13357681646029984,0.0,0.0,0.8664231835397002,0
7602,2011,11,6.813148064638487,5072.186093662959,541.816715769879,2.178851976033977,0.05961732534465902,0.940382674655341,1.0,0.0,0.05961732534465902,0.0,0.0,0.940382674655341,0
19302,2015,7,11.195910332565433,3673.876227229124,348.9245813228778,4.076151659119235,0.6920505530397448,0.30794944696025517,1.0,0.0,0.6920505530397448,0.0,0.0,0.30794944696025517,0
22410,2016,6,12.359887479318184,3302.5120899318176,297.6961499001377,4.580037869834712,0.8600126232782371,0.13998737672176287,1.0,0.0,0.8600126232782371,0.0,0.0,0.13998737672176287,0
14192,2013,9,9.281622676367588,4284.625146111293,433.17533675438466,3.247455704055233,0.415818568018411,0.584181431981589,1.0,0.0,0.415818568018411,0.0,0.0,0.584181431981589,0
16648,2014,8,10.201717716328991,3991.071014314084,392.68053340832,3.6457652451640654,0.5485884150546885,0.45141158494531153,1.0,0.0,0.5485884150546885,0.0,0.0,0.45141158494531153,0
13950,2013,9,9.190984629295537,4313.542999224757,437.16445715221664,3.2082184542404923,0.40273948474683074,0.5972605152531693,1.0,0.0,0.40273948474683074,0.0,0.0,0.5972605152531693,0
16112,2014,8,10.000908913314841,4055.1385847995507,401.5184388800827,3.5588350274090224,0.5196116758030075,0.4803883241969925,1.0,0.0,0.5196116758030075,0.0,0.0,0.4803883241969925,0
24935,2016,6,13.30592731997443,3000.680331246253,256.0594758164212,4.989578926395858,0.9965263087986191,0.0034736912013808574,1.0,0.0,0.9965263087986191,0.0,0.0,0.0034736912013808574,0
22498,2016,6,12.392944015969917,3291.965480619122,296.24128068242067,4.594348058861436,0.8647826862871453,0.13521731371285473,1.0,0.0,0.8647826862871453,0.0,0.0,0.13521731371285473,0
18995,2015,7,11.08091039418143,3710.5666837611634,353.9859061723902,4.0263681360092765,0.6754560453364256,0.32454395466357444,1.0,0.0,0.6754560453364256,0.0,0.0,0.32454395466357444,0
17673,2014,8,10.585713302947687,3868.5581366785955,375.78029474761263,3.811997100843154,0.6039990336143848,0.3960009663856152,1.0,0.0,0.6039990336143848,0.0,0.0,0.3960009663856152,0
8960,2011,11,7.321757906427789,4909.915334615896,519.4320113332648,2.3990293967219865,0.13300979890732878,0.8669902010926712,1.0,0.0,0.13300979890732878,0.0,0.0,0.8669902010926712,0
22063,2016,6,12.229954229816036,3343.966983820598,303.4147128291644,4.523789709877072,0.8412632366256905,0.15873676337430953,1.0,0.0,0.8412632366256905,0.0,0.0,0.15873676337430953,0
24061,2016,6,12.978462626282125,3105.1571620909413,270.47170259508687,4.847819318736851,0.9492731062456169,0.05072689375438311,1.0,0.0,0.9492731062456169,0.0,0.0,0.05072689375438311,0
8727,2011,11,7.234361627787489,4937.798909229706,523.2784564970874,2.361195509864714,0.12039850328823798,0.879601496711762,1.0,0.0,0.12039850328823798,0.0,0.0,0.879601496711762,0
23280,2016,6,12.6858007856761,3198.530225522387,283.35220207341837,4.721125881245065,0.9070419604150218,0.09295803958497817,1.0,0.0,0.9070419604150218,0.0,0.0,0.09295803958497817,0
6656,2011,11,6.458677863516212,5185.278967354352,557.4174966273529,2.0254016725178405,0.008467224172613474,0.9915327758273865,1.0,0.0,0.008467224172613474,0.0,0.0,0.9915327758273865,0
10353,2012,10,7.84362565275903,4743.414672691167,496.46380604740204,2.624946170025554,0.20831539000851795,0.791684609991482,1.0,0.0,0.20831539000851795,0.0,0.0,0.791684609991482,0
18424,2014,8,10.866805392067052,3778.8763749119407,363.40899789603884,3.9336819879078146,0.6445606626359383,0.35543933736406175,1.0,0.0,0.6445606626359383,0.0,0.0,0.35543933736406175,0
18880,2015,7,11.037687877379327,3724.3567248361196,355.8881958729156,4.0076570897746,0.6692190299248667,0.3307809700751333,1.0,0.0,0.6692190299248667,0.0,0.0,0.3307809700751333,0
16049,2014,8,9.977248398765715,4062.687415631891,402.5597746574974,3.548592380418058,0.5161974601393527,0.48380253986064725,1.0,0.0,0.5161974601393527,0.0,0.0,0.48380253986064725,0
17259,2014,8,10.43056053368815,3918.0592582994955,382.6088076803917,3.7448313998649994,0.5816104666216665,0.4183895333783335,1.0,0.0,0.5816104666216665,0.0,0.0,0.4183895333783335,0
13119,2013,9,8.87963195789566,4412.879327719003,450.8675689526441,3.0734337480067793,0.35781124933559305,0.642188750664407,1.0,0.0,0.35781124933559305,0.0,0.0,0.642188750664407,0
17484,2014,8,10.514899779368124,3891.151022773027,378.8969072572471,3.781341895830357,0.5937806319434522,0.4062193680565478,1.0,0.0,0.5937806319434522,0.0,0.0,0.4062193680565478,0
14351,2013,9,9.341137539524231,4265.637070723222,430.555995735225,3.273219714079754,0.424406571359918,0.575593428640082,1.0,0.0,0.424406571359918,0.0,0.0,0.575593428640082,0
9486,2011,11,7.518902790065184,4847.016728883965,510.7553606104068,2.48437350219272,0.16145783406424008,0.8385421659357599,1.0,0.0,0.16145783406424008,0.0,0.0,0.8385421659357599,0
16272,2014,8,10.060842925997218,4036.016780753269,398.88065044312395,3.5847804874446827,0.5282601624815609,0.47173983751843906,1.0,0.0,0.5282601624815609,0.0,0.0,0.47173983751843906,0
14760,2013,9,9.49444059086574,4216.7260971999785,423.8088917440042,3.3395846713704502,0.4465282237901501,0.5534717762098499,1.0,0.0,0.4465282237901501,0.0,0.0,0.5534717762098499,0
14449,2013,9,9.377911514591464,4253.904421535104,428.93751631307407,3.289139183805829,0.42971306126860953,0.5702869387313905,1.0,0.0,0.42971306126860953,0.0,0.0,0.5702869387313905,0
10386,2012,10,7.856042846882598,4739.45299647079,495.9173061617327,2.6303215787370555,0.2101071929123518,0.7898928070876482,1.0,0.0,0.2101071929123518,0.0,0.0,0.7898928070876482,0
11267,2012,10,8.186059251691653,4634.162048269806,481.3927746369475,2.7731858232431397,0.2577286077477132,0.7422713922522868,1.0,0.0,0.2577286077477132,0.0,0.0,0.7422713922522868,0
24533,2016,6,13.155370272889988,3048.715198649385,262.68572392042626,4.924402715536791,0.9748009051789304,0.025199094821069634,1.0,0.0,0.9748009051789304,0.0,0.0,0.025199094821069634,0
13064,2013,9,8.858984758914117,4419.466767394068,451.7762840593354,3.064495566629488,0.35483185554316266,0.6451681444568373,1.0,0.0,0.35483185554316266,0.0,0.0,0.6451681444568373,0
20933,2015,7,11.806873654351941,3478.9498340877144,322.0351421966318,4.3406379456069,0.7802126485356335,0.21978735146436645,1.0,0.0,0.7802126485356335,0.0,0.0,0.21978735146436645,0
16932,2014,8,10.307777942913939,3957.2327515465054,388.0126590781023,3.691678763166207,0.5638929210554023,0.43610707894459766,1.0,0.0,0.5638929210554023,0.0,0.0,0.43610707894459766,0
11331,2012,10,8.209855657300261,4626.569861718488,480.3454580841876,2.783487297532581,0.26116243251086024,0.7388375674891398,1.0,0.0,0.26116243251086024,0.0,0.0,0.7388375674891398,0
12143,2012,10,8.513974882952681,4529.541346867479,466.96070139962956,2.915140641970857,0.3050468806569523,0.6949531193430477,1.0,0.0,0.3050468806569523,0.0,0.0,0.6949531193430477,0
14503,2013,9,9.397980756998411,4247.501377529078,428.0542379676024,3.29782716753178,0.4326090558439266,0.5673909441560734,1.0,0.0,0.4326090558439266,0.0,0.0,0.5673909441560734,0
10269,2012,10,7.812031786467237,4753.494620508072,497.8543008841981,2.6112691716308385,0.20375639054361283,0.7962436094563872,1.0,0.0,0.20375639054361283,0.0,0.0,0.7962436094563872,0
11402,2012,10,8.236275459704524,4618.1406866657,479.1826817878962,2.79492444143053,0.2649748138101766,0.7350251861898234,1.0,0.0,0.2649748138101766,0.0,0.0,0.7350251861898234,0
17786,2014,8,10.628047899711106,3855.0513843778854,373.91708377894844,3.830323766108704,0.6101079220362347,0.38989207796376535,1.0,0.0,0.6101079220362347,0.0,0.0,0.38989207796376535,0
15968,2014,8,9.94692871009606,4072.36084011221,403.8941909697983,3.5354669740675577,0.511822324689186,0.488177675310814,1.0,0.0,0.511822324689186,0.0,0.0,0.488177675310814,0
22536,2016,6,12.407047869124064,3287.465679850894,295.6205483285946,4.6004536229974295,0.8668178743324766,0.1331821256675234,1.0,0.0,0.8668178743324766,0.0,0.0,0.1331821256675234,0
11334,2012,10,8.21103781394571,4626.192697455416,480.2934295449579,2.783999053656151,0.26133301788538377,0.7386669821146162,1.0,0.0,0.26133301788538377,0.0,0.0,0.7386669821146162,0
17246,2014,8,10.4256406526846,3919.6289346196754,382.825339239711,3.742701581248744,0.5809005270829147,0.41909947291708527,1.0,0.0,0.5809005270829147,0.0,0.0,0.41909947291708527,0
13912,2013,9,9.176855941045726,4318.050723571126,437.78628253694853,3.202102138980834,0.4007007129936113,0.5992992870063887,1.0,0.0,0.4007007129936113,0.0,0.0,0.5992992870063887,0
15496,2013,9,9.770004563357938,4128.808067881039,411.680895840668,3.4588764343540856,0.4862921447846952,0.5137078552153048,1.0,0.0,0.4862921447846952,0.0,0.0,0.5137078552153048,0
19668,2015,7,11.33288123510046,3630.1759868965196,342.8962804176565,4.135446422121412,0.7118154740404705,0.2881845259595295,1.0,0.0,0.7118154740404705,0.0,0.0,0.2881845259595295,0
24880,2016,6,13.285202000517305,3007.2926950730503,256.97162912586174,4.980606926630868,0.9935356422102894,0.006464357789710551,1.0,0.0,0.9935356422102894,0.0,0.0,0.006464357789710551,0
15819,2014,8,9.89106219222736,4090.1849196226995,406.35296267974826,3.511282334297558,0.5037607780991861,0.49623922190081393,1.0,0.0,0.5037607780991861,0.0,0.0,0.49623922190081393,0
11784,2012,10,8.379388100736344,4572.48093928888,472.88407348851587,2.856877965686729,0.2856259885622431,0.7143740114377569,1.0,0.0,0.2856259885622431,0.0,0.0,0.7143740114377569,0
20090,2015,7,11.490835523924009,3579.7810471290068,335.9444682832868,4.203824902131605,0.7346083007105351,0.26539169928946493,1.0,0.0,0.7346083007105351,0.0,0.0,0.26539169928946493,0
24556,2016,6,13.16405238167555,3045.945192513039,262.30361090749744,4.92816120418855,0.9760537347295165,0.02394626527048349,1.0,0.0,0.9760537347295165,0.0,0.0,0.02394626527048349,0
14180,2013,9,9.27714326765087,4286.054290797104,433.3724824482662,3.2455165660826273,0.41517218869420913,0.5848278113057909,1.0,0.0,0.41517218869420913,0.0,0.0,0.5848278113057909,0
23917,2016,6,12.924416465917034,3122.4004608740893,272.85035756065,4.824422712518196,0.9414742375060654,0.0585257624939346,1.0,0.0,0.9414742375060654,0.0,0.0,0.0585257624939346,0
21773,2015,7,12.121343778917309,3378.6188895835253,308.19482646900735,4.476772198665501,0.8255907328885005,0.1744092671114995,1.0,0.0,0.8255907328885005,0.0,0.0,0.1744092671114995,0
16274,2014,8,10.061469029098374,4035.8170240495665,398.8530946789316,3.585051527748214,0.5283505092494046,0.47164949075059537,1.0,0.0,0.5283505092494046,0.0,0.0,0.47164949075059537,0
23308,2016,6,12.696445596707232,3195.1340239076926,282.8837075042271,4.7257340245485855,0.9085780081828618,0.09142199181713817,1.0,0.0,0.9085780081828618,0.0,0.0,0.09142199181713817,0
18075,2014,8,10.735975651971174,3820.617291990149,369.1670167602874,3.8770457367840576,0.6256819122613526,0.3743180877386474,1.0,0.0,0.6256819122613526,0.0,0.0,0.3743180877386474,0
14815,2013,9,9.514815453468156,4210.225545798255,422.9121625818488,3.348404958211323,0.4494683194037744,0.5505316805962256,1.0,0.0,0.4494683194037744,0.0,0.0,0.5505316805962256,0
14036,2013,9,9.223043082794929,4303.314825965428,435.75351511508615,3.222096572638497,0.40736552421283234,0.5926344757871677,1.0,0.0,0.40736552421283234,0.0,0.0,0.5926344757871677,0
15354,2013,9,9.716857241186974,4145.764594478442,414.01999154949107,3.4358689355787764,0.4786229785262588,0.5213770214737412,1.0,0.0,0.4786229785262588,0.0,0.0,0.5213770214737412,0
23086,2016,6,12.613262383190241,3221.6734301250185,286.54472916695187,4.689723975407031,0.8965746584690102,0.10342534153098981,1.0,0.0,0.8965746584690102,0.0,0.0,0.10342534153098981,0
10131,2012,10,7.760319515015695,4769.993297590231,500.1302377951246,2.5888829069332013,0.19629430231106704,0.803705697688933,1.0,0.0,0.19629430231106704,0.0,0.0,0.803705697688933,0
24582,2016,6,13.173627933881944,3042.8901353805227,261.8821760701309,4.9323064648839585,0.9774354882946528,0.022564511705347234,1.0,0.0,0.9774354882946528,0.0,0.0,0.022564511705347234,0
22440,2016,6,12.371337650964769,3298.8589399302878,297.1922101667742,4.584994654097303,0.861664884699101,0.13833511530089904,1.0,0.0,0.861664884699101,0.0,0.0,0.13833511530089904,0
14323,2013,9,9.330578619051808,4269.005869159661,431.0207101283115,3.2686487528362806,0.4228829176120935,0.5771170823879065,1.0,0.0,0.4228829176120935,0.0,0.0,0.5771170823879065,0
22977,2016,6,12.572263096350568,3234.754154973866,288.34917108413805,4.671975366385527,0.8906584554618424,0.10934154453815759,1.0,0.0,0.8906584554618424,0.0,0.0,0.10934154453815759,0
13956,2013,9,9.193169601746714,4312.845888966524,437.06829314101765,3.2091643297604824,0.4030547765868274,0.5969452234131726,1.0,0.0,0.4030547765868274,0.0,0.0,0.5969452234131726,0
10012,2012,10,7.715583646579262,4784.266169900902,502.0991324377093,2.5695167301208928,0.18983891004029751,0.8101610899597025,1.0,0.0,0.18983891004029751,0.0,0.0,0.8101610899597025,0
14448,2013,9,9.377636408051176,4253.992193621768,428.9496241766799,3.289020090065444,0.42967336335514794,0.5703266366448521,1.0,0.0,0.42967336335514794,0.0,0.0,0.5703266366448521,0
11127,2012,10,8.133470676172298,4650.940308078362,483.707279042922,2.7504202061351934,0.2501400687117312,0.7498599312882688,1.0,0.0,0.2501400687117312,0.0,0.0,0.7498599312882688,0
8108,2011,11,7.0026226344532985,5011.734683293472,533.4776474014061,2.260875599330432,0.08695853311014401,0.913041466889856,1.0,0.0,0.08695853311014401,0.0,0.0,0.913041466889856,0
17084,2014,8,10.364812138594889,3939.036127210202,385.5024960647271,3.716368891166619,0.5721229637222063,0.4278770362777937,1.0,0.0,0.5721229637222063,0.0,0.0,0.4278770362777937,0
21655,2015,7,12.07715890660271,3392.7159678934213,310.13947092152574,4.457644548312861,0.8192148494376205,0.18078515056237954,1.0,0.0,0.8192148494376205,0.0,0.0,0.18078515056237954,0
20027,2015,7,11.467232527840727,3587.311526831768,336.98327258421045,4.193607154909405,0.7312023849698018,0.26879761503019817,1.0,0.0,0.7312023849698018,0.0,0.0,0.26879761503019817,0
10174,2012,10,7.776606917899022,4764.796840479836,499.41340404629125,2.5959337306922174,0.19864457689740578,0.8013554231025942,1.0,0.0,0.19864457689740578,0.0,0.0,0.8013554231025942,0
11066,2012,10,8.11071920123843,4658.199111985835,484.70860658330145,2.7405710827871985,0.24685702759573291,0.7531429724042671,1.0,0.0,0.24685702759573291,0.0,0.0,0.7531429724042671,0
19331,2015,7,11.206540935997317,3670.4845585151415,348.4567120520661,4.080753651946891,0.6935845506489636,0.3064154493510364,1.0,0.0,0.6935845506489636,0.0,0.0,0.3064154493510364,0
14730,2013,9,9.482922857800403,4220.4008025113,424.31580495972247,3.3345986397404346,0.4448662132468115,0.5551337867531885,1.0,0.0,0.4448662132468115,0.0,0.0,0.5551337867531885,0
17377,2014,8,10.474781992184361,3903.9505072554657,380.662553013531,3.7639748883914983,0.5879916294638328,0.41200837053616723,1.0,0.0,0.5879916294638328,0.0,0.0,0.41200837053616723,0
14390,2013,9,9.355643248386098,4261.009058848245,429.9175770912324,3.2794992417255835,0.4264997472418611,0.5735002527581389,1.0,0.0,0.4264997472418611,0.0,0.0,0.5735002527581389,0
13614,2013,9,9.06513399584161,4353.695344183867,442.7033378453548,3.1537376605374936,0.38457922017916457,0.6154207798208354,1.0,0.0,0.38457922017916457,0.0,0.0,0.6154207798208354,0
8009,2011,11,6.965314234486766,5023.63783947327,535.1196476885334,2.2447247768340977,0.08157492561136592,0.9184250743886341,1.0,0.0,0.08157492561136592,0.0,0.0,0.9184250743886341,0
23375,2016,6,12.72162751718695,3187.0997921355915,281.7754123027388,4.73663528882552,0.91221176294184,0.08778823705815997,1.0,0.0,0.91221176294184,0.0,0.0,0.08778823705815997,0
21821,2015,7,12.139221839721428,3372.914936850783,307.4079854090858,4.484511618927025,0.8281705396423416,0.17182946035765845,1.0,0.0,0.8281705396423416,0.0,0.0,0.17182946035765845,0
15415,2013,9,9.73972293858041,4138.469348167202,413.01363690230517,3.445767505878966,0.48192250195965525,0.5180774980403448,1.0,0.0,0.48192250195965525,0.0,0.0,0.5180774980403448,0
21041,2015,7,11.847016876620687,3466.1422346019713,320.26837700298563,4.358015963905059,0.7860053213016864,0.21399467869831357,1.0,0.0,0.7860053213016864,0.0,0.0,0.21399467869831357,0
19759,2015,7,11.366839083796439,3619.3418161220884,341.4017430652361,4.150146789522268,0.7167155965074227,0.28328440349257733,1.0,0.0,0.7167155965074227,0.0,0.0,0.28328440349257733,0
13905,2013,9,9.174167954678849,4318.90831922151,437.9045849672368,3.2009385085189823,0.40031283617299407,0.5996871638270059,1.0,0.0,0.40031283617299407,0.0,0.0,0.5996871638270059,0
21519,2015,7,12.026232239391932,3408.96399981305,312.38083217683413,4.435598372031139,0.8118661240103798,0.18813387598962017,1.0,0.0,0.8118661240103798,0.0,0.0,0.18813387598962017,0
6756,2011,11,6.496064601876121,5173.350817496666,555.7720485465777,2.0415864077385804,0.013862135912860118,0.9861378640871399,1.0,0.0,0.013862135912860118,0.0,0.0,0.9861378640871399,0
18513,2014,8,10.900195224239795,3768.2234284568276,361.9394598278302,3.9481364607098675,0.6493788202366224,0.3506211797633776,1.0,0.0,0.6493788202366224,0.0,0.0,0.3506211797633776,0
12625,2012,10,8.69468563988805,4471.886010130956,459.00734196740905,2.993370406877944,0.33112346895931466,0.6688765310406853,1.0,0.0,0.33112346895931466,0.0,0.0,0.6688765310406853,0
10224,2012,10,7.795315442128509,4758.827930368523,498.5900130087741,2.60403265893009,0.20134421964336346,0.7986557803566365,1.0,0.0,0.20134421964336346,0.0,0.0,0.7986557803566365,0
7744,2011,11,6.86602213231203,5055.316748262352,539.4896464133956,2.2017411828190605,0.0672470609396868,0.9327529390603132,1.0,0.0,0.0672470609396868,0.0,0.0,0.9327529390603132,0
24627,2016,6,13.190444706781422,3037.52478402688,261.1420439295334,4.93958645315213,0.9798621510507102,0.020137848949289827,1.0,0.0,0.9798621510507102,0.0,0.0,0.020137848949289827,0
9344,2011,11,7.465721079206588,4863.984227110279,513.095969818469,2.4613511165396487,0.15378370551321618,0.8462162944867838,1.0,0.0,0.15378370551321618,0.0,0.0,0.8462162944867838,0
8605,2011,11,7.188832932191969,4952.324731157801,525.2822446870779,2.3414861178320208,0.11382870594400696,0.886171294055993,1.0,0.0,0.11382870594400696,0.0,0.0,0.886171294055993,0
16517,2014,8,10.152466364043985,4006.7845409954907,394.8481614670397,3.624444313438954,0.5414814378129846,0.45851856218701537,1.0,0.0,0.5414814378129846,0.0,0.0,0.45851856218701537,0
16944,2014,8,10.312613127808902,3955.6900973181123,387.7998551252936,3.6937719168003906,0.5645906389334635,0.4354093610665365,1.0,0.0,0.5645906389334635,0.0,0.0,0.4354093610665365,0
18766,2014,8,10.994778521801411,3738.046852568121,357.77670286444004,3.9890816111694423,0.6630272037231474,0.3369727962768526,1.0,0.0,0.6630272037231474,0.0,0.0,0.3369727962768526,0
19062,2015,7,11.105931569154766,3702.583737460146,352.8846856288306,4.037199813486913,0.6790666044956374,0.3209333955043626,1.0,0.0,0.6790666044956374,0.0,0.0,0.3209333955043626,0
23737,2016,6,12.856960994983403,3143.9219682672006,275.819176988465,4.795221209949524,0.9317404033165082,0.0682595966834918,1.0,0.0,0.9317404033165082,0.0,0.0,0.0682595966834918,0
6556,2011,11,6.42114053733713,5197.255161897201,559.0695723105592,2.009151747764991,0.003050582588330353,0.9969494174116696,1.0,0.0,0.003050582588330353,0.0,0.0,0.9969494174116696,0
11677,2012,10,8.339308795748584,4585.268146118309,474.64802558393677,2.839527617207179,0.27984253906905976,0.7201574609309402,1.0,0.0,0.27984253906905976,0.0,0.0,0.7201574609309402,0
